model,regime,n_features,n_train,seed,rmse,r2,fit_predict_seconds,error,signal_regime
ridge,scaling_n,2000,2000,1,2.0742149276248485,0.808026685132343,0.8629398345947266,,fixed
ridge,scaling_n,2000,2000,2,1.9999117276421208,0.8054239360120083,0.8656508922576904,,fixed
ridge,scaling_n,2000,2000,3,2.261139556962586,0.7726958369376953,0.8615529537200928,,fixed
ridge,scaling_n,2000,2000,4,2.030319750327428,0.8223732645904219,0.8664760589599609,,fixed
ridge,scaling_n,5000,2000,0,1.9771847865312835,0.8401257626585015,0.9224898815155028,,fixed
ridge,scaling_n,5000,2000,1,2.0063550067100016,0.8203823900466175,0.9235918521881104,,fixed
ridge,scaling_n,5000,2000,2,1.9383945696168283,0.8172101280565827,0.918483018875122,,fixed
ridge,scaling_n,5000,2000,3,2.1895781898669404,0.786855774436485,0.9225709438323976,,fixed
ridge,scaling_n,5000,2000,4,2.000544856107058,0.8275448999172307,0.9355950355529784,,fixed
ridge,scaling_n,10000,2000,0,1.9264173813741916,0.8482304167198975,1.0297179222106934,,fixed
ridge,scaling_n,10000,2000,1,1.9526462540816325,0.8298701581075746,1.027127027511597,,fixed
ridge,scaling_n,10000,2000,2,1.8757348052033072,0.8288367068064807,1.0304529666900637,,fixed
ridge,scaling_n,10000,2000,3,2.125810187365196,0.7990899682175093,1.0317533016204834,,fixed
ridge,scaling_n,10000,2000,4,1.909012994960108,0.842964723051398,1.0297210216522217,,fixed
tabicl,fixed_n,10,2000,0,1.139067914586689,0.9469380503659496,1.6458680629730225,,fixed
tabicl,fixed_n,10,2000,1,1.1755466551772595,0.9383386408358696,0.6806919574737549,,fixed
tabicl,fixed_n,10,2000,2,1.1454634331069775,0.936169210073554,0.7170379161834717,,fixed
tabicl,fixed_n,10,2000,3,1.2002255243311308,0.9359560114582184,0.6977369785308838,,fixed
tabicl,fixed_n,10,2000,4,1.295134284189891,0.9277215126073148,0.6863498687744141,,fixed
tabicl,fixed_n,20,2000,0,1.224316653496968,0.9386984466627176,0.8299601078033447,,fixed
tabicl,fixed_n,20,2000,1,1.232454013518363,0.9322241769770132,0.816277027130127,,fixed
tabicl,fixed_n,20,2000,2,1.1789446195168127,0.9323832069331288,0.8123960494995117,,fixed
tabicl,fixed_n,20,2000,3,1.386464721778545,0.9145385412547068,0.819627046585083,,fixed
tabicl,fixed_n,20,2000,4,1.3107316929316994,0.9259701180960744,0.8374741077423096,,fixed
tabicl,fixed_n,50,2000,0,1.2422242302833295,0.9368920667049196,1.225653886795044,,fixed
tabicl,fixed_n,50,2000,1,1.2862347305648172,0.9261800379866584,1.2117760181427002,,fixed
tabicl,fixed_n,50,2000,2,1.2904966507861515,0.918981999039544,1.2053298950195312,,fixed
tabicl,fixed_n,50,2000,3,1.361495056865251,0.9175890743460068,1.2208411693572998,,fixed
tabicl,fixed_n,50,2000,4,1.5255739193349125,0.899712693682165,1.2031519412994385,,fixed
tabicl,fixed_n,100,2000,0,1.4600431385237955,0.912820305893972,1.9793369770050049,,fixed
tabicl,fixed_n,100,2000,1,1.481751925265266,0.9020319748556352,1.892784833908081,,fixed
tabicl,fixed_n,100,2000,2,1.3907487860457015,0.9059053050312834,1.904024124145508,,fixed
tabicl,fixed_n,100,2000,3,1.47362365777189,0.9034558807984768,1.9084701538085935,,fixed
tabicl,fixed_n,100,2000,4,1.5400242273225722,0.8978038437636487,1.88615083694458,,fixed
tabicl,fixed_n,200,2000,0,1.4197868086130885,0.9175614699986412,3.593641996383667,,fixed
tabicl,fixed_n,200,2000,1,1.549470902707362,0.8928726891174955,3.4235188961029053,,fixed
tabicl,fixed_n,200,2000,2,1.441035114224625,0.8989777849509518,3.416516065597534,,fixed
tabicl,fixed_n,200,2000,3,1.5034808070016077,0.8995040797941134,3.3936309814453125,,fixed
tabicl,fixed_n,200,2000,4,1.5841530947461302,0.8918631397854105,3.4310550689697266,,fixed
tabicl,fixed_n,500,2000,0,1.4233449468014387,0.9171477526217215,16.93918228149414,,fixed
tabicl,fixed_n,500,2000,1,1.5273397375029396,0.8959110433254066,9.891757011413574,,fixed
tabicl,fixed_n,500,2000,2,1.4802891111468115,0.8933991055489456,9.241030931472778,,fixed
tabicl,fixed_n,500,2000,3,1.4690481797618191,0.9040544728694296,9.355454921722412,,fixed
tabicl,fixed_n,500,2000,4,1.6486250034135663,0.8828821153499191,9.327961206436155,,fixed
tabicl,fixed_n,1000,2000,0,1.373137302736131,0.9228897881540236,47.54963302612305,,fixed
tabicl,fixed_n,1000,2000,1,1.5844518547970057,0.8879810628670424,30.151899337768555,,fixed
tabicl,fixed_n,1000,2000,2,1.3990645076534498,0.9047766977684316,31.325618028640747,,fixed
tabicl,fixed_n,1000,2000,3,1.5309382106247136,0.8957999373960737,30.98472762107849,,fixed
tabicl,fixed_n,1000,2000,4,1.4668607038549966,0.9072834626252154,31.910426139831543,,fixed
tabicl,fixed_n,2000,2000,0,1.4131423799190213,0.918331268975753,209.17189693450928,,fixed
tabicl,fixed_n,2000,2000,1,1.478678845022783,0.9024379151508004,195.016695022583,,fixed
tabicl,fixed_n,2000,2000,2,1.3411911523956477,0.9124917257372962,235.41966819763184,,fixed
tabicl,fixed_n,2000,2000,3,1.4427773916678543,0.9074553513290464,200.21373200416565,,fixed
tabicl,fixed_n,2000,2000,4,1.4556611106155148,0.9086938534259124,198.95776987075809,,fixed
tabicl,fixed_n,5000,2000,0,1.2749896643693983,0.9335190381963534,351.8694348335266,,fixed
tabicl,fixed_n,5000,2000,1,1.329370921086843,0.921145641577792,342.0131549835205,,fixed
tabicl,fixed_n,5000,2000,2,1.2205026511599122,0.9275321771659396,334.4014971256256,,fixed
tabicl,fixed_n,5000,2000,3,1.3337763484023606,0.9209105276334508,333.00125098228455,,fixed
tabicl,fixed_n,5000,2000,4,1.3264653499356924,0.9241821831469822,334.29325914382935,,fixed
tabicl,fixed_n,10000,2000,0,1.237867857736843,0.9373339186639604,1008.4746751785278,,fixed
tabicl,fixed_n,10000,2000,1,1.2846359785937544,0.926363436023412,1032.6656248569489,,fixed
tabicl,fixed_n,10000,2000,2,1.2084707467370337,0.9289539325825054,993.136208295822,,fixed
tabicl,fixed_n,10000,2000,3,1.3339055724500195,0.9208952015904333,961.6010639667512,,fixed
tabicl,fixed_n,10000,2000,4,1.2870143073750573,0.9286249862244154,937.4062299728394,,fixed
tabicl,scaling_n,10,200,0,2.31257896595396,0.7641708455262903,2.231367826461792,,fixed
tabicl,scaling_n,10,200,1,2.121766720649226,0.815675843240239,0.3289458751678467,,fixed
tabicl,scaling_n,10,200,2,2.2151083380350265,0.7675969408138933,0.3142311573028564,,fixed
tabicl,scaling_n,10,200,3,2.273157155231848,0.7690204847608889,0.3089718818664551,,fixed
tabicl,scaling_n,10,200,4,2.097484384560252,0.8119660919292264,0.3134691715240478,,fixed
tabicl,scaling_n,20,200,0,2.6482336633882815,0.6907448396145435,0.4019539356231689,,fixed
tabicl,scaling_n,20,200,1,2.248118665133842,0.7930690498428477,0.3571350574493408,,fixed
tabicl,scaling_n,20,200,2,2.2874662231819496,0.7521657772339219,0.3542709350585937,,fixed
tabicl,scaling_n,20,200,3,2.368007024857933,0.7493426091042785,0.3544137477874756,,fixed
tabicl,scaling_n,20,200,4,2.0561226550255465,0.819308910492799,0.3541979789733886,,fixed
tabicl,scaling_n,50,200,0,2.695639431300658,0.6795738493448439,0.5762128829956055,,fixed
tabicl,scaling_n,50,200,1,2.5220586628434587,0.739566194407149,0.4803981781005859,,fixed
tabicl,scaling_n,50,200,2,2.2259850963216548,0.7653090184452257,0.4789807796478271,,fixed
tabicl,scaling_n,50,200,3,2.860997366456213,0.6341109116651787,0.5014820098876953,,fixed
tabicl,scaling_n,50,200,4,2.1877842550831965,0.7954272963172249,0.4824061393737793,,fixed
tabicl,scaling_n,100,400,0,2.204537124154158,0.7785463808884895,0.9349050521850586,,fixed
tabicl,scaling_n,100,400,1,2.0453086943348104,0.8460515451361635,0.8197619915008545,,fixed
tabicl,scaling_n,100,400,2,2.1444721757035294,0.8079050522447715,0.8387389183044434,,fixed
tabicl,scaling_n,100,400,3,2.3157355643184774,0.7706187780241116,1.1054608821868896,,fixed
tabicl,scaling_n,100,400,4,2.002062874054143,0.838473131004347,0.8216252326965332,,fixed
tabicl,scaling_n,200,800,0,1.777864926555948,0.8587313879408927,1.9833159446716309,,fixed
tabicl,scaling_n,200,800,1,1.7836041861281122,0.8748476172635701,1.8559918403625488,,fixed
tabicl,scaling_n,200,800,2,1.821991106521606,0.8682054900981397,1.8613638877868652,,fixed
tabicl,scaling_n,200,800,3,1.7935269713732571,0.8577207587157183,1.8558478355407717,,fixed
tabicl,scaling_n,200,800,4,1.7689989377760842,0.8788133057737707,1.853053331375122,,fixed
tabicl,scaling_n,500,2000,0,1.4233449468014387,0.9171477526217215,9.385843992233276,,fixed
tabicl,scaling_n,500,2000,1,1.5273397375029396,0.8959110433254066,8.959452867507935,,fixed
tabicl,scaling_n,500,2000,2,1.4802891111468115,0.8933991055489456,8.925418853759766,,fixed
tabicl,scaling_n,500,2000,3,1.4690481797618191,0.9040544728694296,8.746377944946289,,fixed
tabicl,scaling_n,500,2000,4,1.6486250034135663,0.8828821153499191,8.727912902832031,,fixed
tabicl,scaling_n,1000,2000,0,1.373137302736131,0.9228897881540236,32.16380715370178,,fixed
tabicl,scaling_n,1000,2000,1,1.5844518547970057,0.8879810628670424,28.82996082305908,,fixed
tabicl,scaling_n,1000,2000,2,1.3990645076534498,0.9047766977684316,28.337212800979614,,fixed
tabicl,scaling_n,1000,2000,3,1.5309382106247136,0.8957999373960737,28.433274269104004,,fixed
tabicl,scaling_n,1000,2000,4,1.4668607038549966,0.9072834626252154,28.831907033920288,,fixed
tabicl,scaling_n,2000,2000,0,1.4131423799190213,0.918331268975753,158.13766407966614,,fixed
tabicl,scaling_n,2000,2000,1,1.478678845022783,0.9024379151508004,172.38777494430542,,fixed
tabicl,scaling_n,2000,2000,2,1.3411911523956477,0.9124917257372962,181.07499408721924,,fixed
tabicl,scaling_n,2000,2000,3,1.4427773916678543,0.9074553513290464,182.6511390209198,,fixed
tabicl,scaling_n,2000,2000,4,1.4556611106155148,0.9086938534259124,169.35245394706726,,fixed
tabicl,scaling_n,5000,2000,0,1.2749896643693983,0.9335190381963534,322.62383794784546,,fixed
tabicl,scaling_n,5000,2000,1,1.329370921086843,0.921145641577792,338.550742149353,,fixed
tabicl,scaling_n,5000,2000,2,1.2205026511599122,0.9275321771659396,308.7160699367523,,fixed
tabicl,scaling_n,5000,2000,3,1.3337763484023606,0.9209105276334508,295.6046447753906,,fixed
tabicl,scaling_n,5000,2000,4,1.3264653499356924,0.9241821831469822,314.1601417064667,,fixed
tabicl,scaling_n,10000,2000,0,1.237867857736843,0.9373339186639604,902.1997451782228,,fixed
tabicl,scaling_n,10000,2000,1,1.2846359785937544,0.926363436023412,942.3063941001892,,fixed
tabicl,scaling_n,10000,2000,2,1.2084707467370337,0.9289539325825054,910.0832438468932,,fixed
tabicl,scaling_n,10000,2000,3,1.3339055724500195,0.9208952015904333,919.0147128105164,,fixed
tabicl,scaling_n,10000,2000,4,1.2870143073750573,0.9286249862244154,924.4841239452362,,fixed
tabpfn,fixed_n,10,2000,0,1.3238623256764868,0.9283246847156011,1.9818990230560305,,fixed
tabpfn,fixed_n,10,2000,1,1.2277238421426342,0.9327434272504056,0.4651169776916504,,fixed
tabpfn,fixed_n,10,2000,2,1.126886938440454,0.938222767360064,0.4878339767456054,,fixed
tabpfn,fixed_n,10,2000,3,1.2007799781601989,0.9358968265202378,0.4829339981079101,,fixed
tabpfn,fixed_n,10,2000,4,1.2945552007826604,0.927786132803146,0.4725759029388428,,fixed
tabpfn,fixed_n,20,2000,0,1.3412977070077017,0.9264243123446017,0.7629797458648682,,fixed
tabpfn,fixed_n,20,2000,1,1.179058348383074,0.9379696904379424,0.7433967590332031,,fixed
tabpfn,fixed_n,20,2000,2,1.1436123282026311,0.9363753485006078,0.7157909870147705,,fixed
tabpfn,fixed_n,20,2000,3,1.183369910714029,0.9377422101493348,0.7350451946258545,,fixed
tabpfn,fixed_n,20,2000,4,1.2973212939620244,0.9274772024617852,0.7358119487762451,,fixed
tabpfn,fixed_n,50,2000,0,1.3440042929236156,0.9261270780486752,1.5754718780517578,,fixed
tabpfn,fixed_n,50,2000,1,1.247030064367477,0.9306115476570612,1.554487943649292,,fixed
tabpfn,fixed_n,50,2000,2,1.1993241018796958,0.9300253262062816,1.5259180068969729,,fixed
tabpfn,fixed_n,50,2000,3,1.2509275597921203,0.9304308053329006,1.5224878787994385,,fixed
tabpfn,fixed_n,50,2000,4,1.2599894951243678,0.9315909902364616,1.5227468013763428,,fixed
tabpfn,fixed_n,100,2000,0,1.3688254479552433,0.9233733028092156,3.084019899368286,,fixed
tabpfn,fixed_n,100,2000,1,1.202594566688849,0.9354684899335298,3.029172897338867,,fixed
tabpfn,fixed_n,100,2000,2,1.245152289037418,0.9245754544241238,3.0338551998138428,,fixed
tabpfn,fixed_n,100,2000,3,1.2275483275869432,0.9330069342758868,3.044924259185791,,fixed
tabpfn,fixed_n,100,2000,4,1.3400320341706438,0.9226233690156124,3.0392608642578125,,fixed
tabpfn,fixed_n,200,2000,0,1.4664534797662123,0.9120530978615768,5.098670959472656,,fixed
tabpfn,fixed_n,200,2000,1,1.2026665868435369,0.9354607604648774,5.03955078125,,fixed
tabpfn,fixed_n,200,2000,2,1.1846791919485995,0.9317238096419752,5.047102928161621,,fixed
tabpfn,fixed_n,200,2000,3,1.2028883910162853,0.9356715152798007,5.062186002731323,,fixed
tabpfn,fixed_n,200,2000,4,1.31659929542669,0.925305832358482,5.0436930656433105,,fixed
tabpfn,fixed_n,500,2000,0,1.4833754450563537,0.9100116814812094,5.151241064071655,,fixed
tabpfn,fixed_n,500,2000,1,1.3519766152667738,0.9184410336993274,5.148059129714966,,fixed
tabpfn,fixed_n,500,2000,2,1.578005446162135,0.8788607849629122,5.142528057098389,,fixed
tabpfn,fixed_n,500,2000,3,1.5091284391566435,0.8987476617829234,5.136244058609009,,fixed
tabpfn,fixed_n,500,2000,4,1.6863542672306422,0.8774602225651331,5.195142984390259,,fixed
tabpfn,fixed_n,1000,2000,0,1.5383380440502936,0.9032195746271072,10.41933298110962,,fixed
tabpfn,fixed_n,1000,2000,1,1.4411390587747983,0.9073287265507888,10.349817991256714,,fixed
tabpfn,fixed_n,1000,2000,2,1.4026523245434632,0.9042876826691796,10.360745191574097,,fixed
tabpfn,fixed_n,1000,2000,3,1.459707349155246,0.9052707184417322,10.394304752349854,,fixed
tabpfn,fixed_n,1000,2000,4,1.4060521559229957,0.9148112360945309,10.425213098526,,fixed
tabpfn,fixed_n,2000,2000,0,1.4674157394009302,0.9119376417347004,20.80511212348938,,fixed
tabpfn,fixed_n,2000,2000,1,1.355150955433317,0.9180575953559872,21.051485061645508,,fixed
tabpfn,fixed_n,2000,2000,2,1.267189623418485,0.9218820252204258,21.151690006256104,,fixed
tabpfn,fixed_n,2000,2000,3,1.4028322833679705,0.9125088433715912,21.045719146728516,,fixed
tabpfn,fixed_n,2000,2000,4,1.4618634763167295,0.9079141106687972,20.9273419380188,,fixed
tabpfn,fixed_n,5000,2000,0,1.4078952694278215,0.9189366280505868,51.93421673774719,,fixed
tabpfn,fixed_n,5000,2000,1,1.3018492199594045,0.9243768562509632,52.40032911300659,,fixed
tabpfn,fixed_n,5000,2000,2,1.25502046900074,0.9233751957881304,51.60587477684021,,fixed
tabpfn,fixed_n,5000,2000,3,1.3434097560583458,0.9197639296983876,52.11644887924194,,fixed
tabpfn,fixed_n,5000,2000,4,1.425372751606741,0.9124539895066904,51.65452003479004,,fixed
tabpfn,fixed_n,10000,2000,0,1.4053663685626885,0.9192275830973548,103.4308271408081,,fixed
tabpfn,fixed_n,10000,2000,1,1.2973747401654747,0.9248957991888171,102.91274189949036,,fixed
tabpfn,fixed_n,10000,2000,2,1.269787243427427,0.9215614279003078,103.43729496002196,,fixed
tabpfn,fixed_n,10000,2000,3,1.3471574423414834,0.9193156390009098,103.17173504829408,,fixed
tabpfn,fixed_n,10000,2000,4,1.3902395925932922,0.916716539810109,103.05702209472656,,fixed
tabpfn,scaling_n,10,200,0,2.532619263029689,0.7171578283581426,0.2459378242492675,,fixed
tabpfn,scaling_n,10,200,1,2.334332119336506,0.7768934705021343,0.2121169567108154,,fixed
tabpfn,scaling_n,10,200,2,1.976835967289206,0.8149056487090971,0.2081804275512695,,fixed
tabpfn,scaling_n,10,200,3,1.93118504762931,0.8332897424919226,0.2081270217895507,,fixed
tabpfn,scaling_n,10,200,4,2.0129141680687535,0.8268233982074626,0.2092669010162353,,fixed
tabpfn,scaling_n,20,200,0,2.3548958583830073,0.7554612075593796,0.2995989322662353,,fixed
tabpfn,scaling_n,20,200,1,2.0479757030027037,0.8282737885041003,0.2724728584289551,,fixed
tabpfn,scaling_n,20,200,2,2.1039762580513415,0.7903313174235065,0.2694149017333984,,fixed
tabpfn,scaling_n,20,200,3,2.2757948931920216,0.7684841233182955,0.2705228328704834,,fixed
tabpfn,scaling_n,20,200,4,1.866406202926807,0.8511149681278358,0.2700908184051513,,fixed
tabpfn,scaling_n,50,200,0,2.3786674035600894,0.7504992853718397,0.4527208805084228,,fixed
tabpfn,scaling_n,50,200,1,2.514210954633554,0.7411844190412623,0.4243531227111816,,fixed
tabpfn,scaling_n,50,200,2,2.1292808068824054,0.7852576133043219,0.4161672592163086,,fixed
tabpfn,scaling_n,50,200,3,2.360944360586106,0.7508355683532612,0.4196231365203857,,fixed
tabpfn,scaling_n,50,200,4,1.855310569643145,0.8528799250677742,0.4255349636077881,,fixed
tabpfn,scaling_n,100,400,0,1.8694639005876268,0.8407490193254786,0.8968691825866699,,fixed
tabpfn,scaling_n,100,400,1,1.8555618298625125,0.8732907075427417,0.8026528358459473,,fixed
tabpfn,scaling_n,100,400,2,1.80022995052765,0.8646273043647843,0.7954800128936768,,fixed
tabpfn,scaling_n,100,400,3,1.9576643991071945,0.8360707630826958,0.79339599609375,,fixed
tabpfn,scaling_n,100,400,4,1.516742694211618,0.90729286202171,0.7982630729675293,,fixed
tabpfn,scaling_n,200,800,0,1.6909731328088875,0.8722027324237398,2.261906862258911,,fixed
tabpfn,scaling_n,200,800,1,1.4127299784750325,0.9214835819548146,2.2217369079589844,,fixed
tabpfn,scaling_n,200,800,2,1.6726603660017318,0.8889239706467658,2.219261884689331,,fixed
tabpfn,scaling_n,200,800,3,1.3952165345703091,0.9138988513490208,2.220850944519043,,fixed
tabpfn,scaling_n,200,800,4,1.6097050870903569,0.8996557647085445,2.210752010345459,,fixed
tabpfn,scaling_n,500,2000,0,1.4833754450563537,0.9100116814812094,5.155985116958618,,fixed
tabpfn,scaling_n,500,2000,1,1.3519766152667738,0.9184410336993274,5.14867901802063,,fixed
tabpfn,scaling_n,500,2000,2,1.578005446162135,0.8788607849629122,5.154595136642456,,fixed
tabpfn,scaling_n,500,2000,3,1.5091284391566435,0.8987476617829234,5.159536123275757,,fixed
tabpfn,scaling_n,500,2000,4,1.6863542672306422,0.8774602225651331,5.144690036773682,,fixed
tabpfn,scaling_n,1000,2000,0,1.5383380440502936,0.9032195746271072,10.29164981842041,,fixed
tabpfn,scaling_n,1000,2000,1,1.4411390587747983,0.9073287265507888,10.323389053344728,,fixed
tabpfn,scaling_n,1000,2000,2,1.4026523245434632,0.9042876826691796,10.353269100189207,,fixed
tabpfn,scaling_n,1000,2000,3,1.459707349155246,0.9052707184417322,10.3419930934906,,fixed
tabpfn,scaling_n,1000,2000,4,1.4060521559229957,0.9148112360945309,10.37165904045105,,fixed
tabpfn,scaling_n,2000,2000,0,1.4674157394009302,0.9119376417347004,20.867432832717896,,fixed
tabpfn,scaling_n,2000,2000,1,1.355150955433317,0.9180575953559872,20.750008821487427,,fixed
tabpfn,scaling_n,2000,2000,2,1.267189623418485,0.9218820252204258,20.824784755706787,,fixed
tabpfn,scaling_n,2000,2000,3,1.4028322833679705,0.9125088433715912,20.692436933517456,,fixed
tabpfn,scaling_n,2000,2000,4,1.4618634763167295,0.9079141106687972,20.744237184524536,,fixed
tabpfn,scaling_n,5000,2000,0,1.4078952694278215,0.9189366280505868,51.69806480407715,,fixed
tabpfn,scaling_n,5000,2000,1,1.3018492199594045,0.9243768562509632,51.55043005943298,,fixed
tabpfn,scaling_n,5000,2000,2,1.25502046900074,0.9233751957881304,51.75113081932068,,fixed
tabpfn,scaling_n,5000,2000,3,1.3434097560583458,0.9197639296983876,51.64413118362427,,fixed
tabpfn,scaling_n,5000,2000,4,1.425372751606741,0.9124539895066904,51.61763882637024,,fixed
tabpfn,scaling_n,10000,2000,0,1.4053663685626885,0.9192275830973548,104.17165613174438,,fixed
tabpfn,scaling_n,10000,2000,1,1.2973747401654747,0.9248957991888171,104.1524269580841,,fixed
tabpfn,scaling_n,10000,2000,2,1.269787243427427,0.9215614279003078,103.57709193229675,,fixed
tabpfn,scaling_n,10000,2000,3,1.3471574423414834,0.9193156390009098,106.03162288665771,,fixed
tabpfn,scaling_n,10000,2000,4,1.3902395925932922,0.916716539810109,103.63691902160645,,fixed
xgboost,fixed_n,10,2000,0,2.0912947218011695,0.8211394968179505,0.6018092632293701,,fixed
xgboost,fixed_n,10,2000,1,1.8615888569746537,0.8453674582598438,0.5917928218841553,,fixed
xgboost,fixed_n,10,2000,2,1.82010695322997,0.8388383974643415,0.5924820899963379,,fixed
xgboost,fixed_n,10,2000,3,2.0761702914861893,0.808363337334901,0.5879380702972412,,fixed
xgboost,fixed_n,10,2000,4,1.9909440862971248,0.8291961788605328,0.5853300094604492,,fixed
xgboost,fixed_n,20,2000,0,2.2051983698900597,0.8011254128660901,0.677696704864502,,fixed
xgboost,fixed_n,20,2000,1,1.8955671134535168,0.8396711475837993,0.6664731502532959,,fixed
xgboost,fixed_n,20,2000,2,1.9125122651243984,0.8220589218339882,0.6862368583679199,,fixed
xgboost,fixed_n,20,2000,3,2.1345318423064428,0.7974380215523645,0.681854248046875,,fixed
xgboost,fixed_n,20,2000,4,2.0444399767603185,0.8198939986074831,0.6717140674591064,,fixed
xgboost,fixed_n,50,2000,0,2.2284057438857716,0.7969174986453358,0.8318331241607666,,fixed
xgboost,fixed_n,50,2000,1,2.0892105399349696,0.8052408952839752,0.8186371326446533,,fixed
xgboost,fixed_n,50,2000,2,1.9677013590504169,0.8116411063785409,0.8545269966125488,,fixed
xgboost,fixed_n,50,2000,3,2.271316969257784,0.7706450352313607,0.8312029838562012,,fixed
xgboost,fixed_n,50,2000,4,2.1564483790303446,0.7996185161345105,0.8503789901733398,,fixed
xgboost,fixed_n,100,2000,0,2.3612805876569154,0.771976735478205,1.108091115951538,,fixed
xgboost,fixed_n,100,2000,1,2.145793012196989,0.7945486465970512,1.0692479610443115,,fixed
xgboost,fixed_n,100,2000,2,2.073734961880466,0.7907939406905322,1.1120450496673584,,fixed
xgboost,fixed_n,100,2000,3,2.346632415609484,0.7551823157482245,1.0749728679656982,,fixed
xgboost,fixed_n,100,2000,4,2.2245891972833127,0.7867548790839849,1.095113754272461,,fixed
xgboost,fixed_n,200,2000,0,2.5425119056494743,0.7356313483677268,1.6067750453948977,,fixed
xgboost,fixed_n,200,2000,1,2.043940627919698,0.8135896998174972,1.595491647720337,,fixed
xgboost,fixed_n,200,2000,2,2.152634168000641,0.7745718128877512,1.6744451522827148,,fixed
xgboost,fixed_n,200,2000,3,2.467739000303881,0.7292608232736525,1.6121389865875244,,fixed
xgboost,fixed_n,200,2000,4,2.2421140500764647,0.7833818434104158,1.6564247608184814,,fixed
xgboost,fixed_n,500,2000,0,2.332266695862423,0.7775459141329268,3.11837387084961,,fixed
xgboost,fixed_n,500,2000,1,2.2494471511939182,0.774220273996914,3.0278327465057373,,fixed
xgboost,fixed_n,500,2000,2,2.1677150879953135,0.771402139948249,3.100371837615967,,fixed
xgboost,fixed_n,500,2000,3,2.320503536732857,0.7606038709246091,3.0614099502563477,,fixed
xgboost,fixed_n,500,2000,4,2.2393328235545455,0.7839189173379424,3.135862112045288,,fixed
xgboost,fixed_n,1000,2000,0,2.2304725941552292,0.7965406051831678,5.402214765548706,,fixed
xgboost,fixed_n,1000,2000,1,2.14179369563787,0.7953137709942915,5.376441240310669,,fixed
xgboost,fixed_n,1000,2000,2,2.142515613605359,0.7766861028289982,5.402475833892822,,fixed
xgboost,fixed_n,1000,2000,3,2.3190761892642793,0.7608982866518073,5.399276971817017,,fixed
xgboost,fixed_n,1000,2000,4,2.2624705845634723,0.7794305611765338,5.371222019195557,,fixed
xgboost,fixed_n,2000,2000,0,2.2034358121566457,0.8014431963928518,9.35889482498169,,fixed
xgboost,fixed_n,2000,2000,1,2.18298670905027,0.7873646157803367,9.25777506828308,,fixed
xgboost,fixed_n,2000,2000,2,2.1074088594096083,0.7839444819781156,9.51547122001648,,fixed
xgboost,fixed_n,2000,2000,3,2.2078529384196144,0.7832830204631964,9.363723039627075,,fixed
xgboost,fixed_n,2000,2000,4,2.2116484528311675,0.7892286160545012,9.08890700340271,,fixed
xgboost,fixed_n,5000,2000,0,2.3420436568115734,0.7756769309646449,20.605074167251587,,fixed
xgboost,fixed_n,5000,2000,1,2.0288450263425992,0.8163330126328592,19.939652919769287,,fixed
xgboost,fixed_n,5000,2000,2,2.1754156444478534,0.769775120399969,20.096537113189697,,fixed
xgboost,fixed_n,5000,2000,3,2.4372685792470428,0.7359054531232175,19.96310806274414,,fixed
xgboost,fixed_n,5000,2000,4,2.202056109523222,0.7910529629782767,20.864922046661377,,fixed
xgboost,fixed_n,10000,2000,0,2.2616116173297542,0.7908200676494921,38.13570284843445,,fixed
xgboost,fixed_n,10000,2000,1,2.1151568046195792,0.8003733628781438,36.71342420578003,,fixed
xgboost,fixed_n,10000,2000,2,2.082293649694036,0.7890635129297523,37.65161490440369,,fixed
xgboost,fixed_n,10000,2000,3,2.2507035310978867,0.7747891866576392,36.84169101715088,,fixed
xgboost,fixed_n,10000,2000,4,2.14435536380653,0.8018596287481713,36.81030297279358,,fixed
xgboost,scaling_n,10,200,0,3.2750887520857543,0.5270115905719355,0.2778899669647217,,fixed
xgboost,scaling_n,10,200,1,3.2032026405160425,0.5798969672730966,0.2689599990844726,,fixed
xgboost,scaling_n,10,200,2,3.365532357269054,0.4635127099826525,0.2836437225341797,,fixed
xgboost,scaling_n,10,200,3,3.3598051529797663,0.4954052523485042,0.2729830741882324,,fixed
xgboost,scaling_n,10,200,4,3.327131663757735,0.5268719736428432,0.2668507099151611,,fixed
xgboost,scaling_n,20,200,0,3.4013840395571857,0.4898290910728977,0.2626221179962158,,fixed
xgboost,scaling_n,20,200,1,3.4137207168827497,0.5228631438936173,0.2656228542327881,,fixed
xgboost,scaling_n,20,200,2,3.2826760357159377,0.4896031960277746,0.2710919380187988,,fixed
xgboost,scaling_n,20,200,3,3.38535423401313,0.4877018595699217,0.2654519081115722,,fixed
xgboost,scaling_n,20,200,4,3.225472749463707,0.5553426718048653,0.2570369243621826,,fixed
xgboost,scaling_n,50,200,0,3.738739061685476,0.3836113085111885,0.2812459468841553,,fixed
xgboost,scaling_n,50,200,1,3.360814683459443,0.5375379275580086,0.2655577659606933,,fixed
xgboost,scaling_n,50,200,2,3.223525256366438,0.5078312314335531,0.2705411911010742,,fixed
xgboost,scaling_n,50,200,3,3.7741544106521943,0.3632721139411617,0.2775642871856689,,fixed
xgboost,scaling_n,50,200,4,3.3694680819143494,0.5147546375461713,0.2798340320587158,,fixed
xgboost,scaling_n,100,400,0,3.1976060385678595,0.5340944761253078,0.4342660903930664,,fixed
xgboost,scaling_n,100,400,1,3.501892852738047,0.5487020995002811,0.4320800304412842,,fixed
xgboost,scaling_n,100,400,2,3.2779228828999547,0.5511796134303222,0.4263169765472412,,fixed
